Tamb,I,Tcool_in,mass_flowrate,eff_gain,Tp_no_cool,Tp_cool
40.8,1005,23.815702790755214,0.0003020408163265306,0.0246757804052488,339.475575857868,313.9416982276681
41.6,1058,25.134435503115352,0.0003020408163265306,0.0251485852988365,341.481107218686,314.74371757586044
42.2,1041,24.050128009106785,0.0003020408163265306,0.0257017795257326,341.616395047093,315.34043290654654
42.400000000000006,962,29.381908132843115,0.0001,0.0220960696022656,339.893834657516,315.5476811555409
42.2,823,19.791491895901277,0.0003020408163265306,0.0252464481362690,336.324790992234,315.3284353628624
41.6,639,28.176713824552433,0.0003020408163265306,0.0172671206029519,331.209734906524,314.74016256389393
40.400000000000006,428,28.64400199309603,0.0001,0.0132404787100832,324.731334663941,313.53860730281536
37.1,212,20.818957542765,0.0003020408163265306,0.0132939208120896,315.910791182511,310.22618914713405
27.700000000000003,139,25.632023815253035,0.0001,0.00351288997680221,304.698280708912,300.8493401180499
31.200000000000003,349,25.265253544376144,0.0001,0.00910902042353323,313.801530776457,304.3470533109192
34.7,566,24.902406474875534,0.0001,0.0144310818631420,322.838747582354,307.8449210058465
37.3,761,29.889619839828782,0.005555102040816327,0.0178018338784301,330.239222849117,310.45318223252934
38.8,924,24.125906495818196,0.0003020408163265306,0.0223937121745921,335.672085989370,311.9440025996858
39.8,1022,24.21861117581556,0.0003020408163265306,0.0243048277072365,338.978470073279,312.9444940466359
40.400000000000006,1080,25.5213213533251,0.0003020408163265306,0.0247219980271876,340.924849243087,313.5469384934172
40.7,1056,26.773960162030544,0.0001,0.0242275208532089,340.617700500982,313.84808707634306
40.8,969,27.93296029967195,0.0001,0.0223420467754254,338.601936841331,313.94809125203255
40.400000000000006,832,27.246316397441408,0.0003020408163265306,0.0200438876377750,334.880671658971,313.54470285222845
39.6,649,25.229123062247382,0.0003020408163265306,0.0180847588793444,329.578251856721,312.7387273772629
38.1,434,24.905151488037664,0.0003020408163265306,0.0143290828948704,322.677493361438,311.2362343007461
35.2,217,25.121205687045293,0.0001,0.00946417844080499,314.181761020563,308.3370692671219
34.2,1004,23.195758465875933,0.004746938775510205,0.0234799118803006,333.446052449181,307.3520657633553
35.7,1060,20.30510914448162,0.0003020408163265306,0.0251219466171876,336.187848872692,308.84561976079976
36.7,1042,24.103197492346286,0.0017163265306122451,0.0241210630848517,336.652495798291,309.8501008722107
37.1,962,25.013552702829976,0.0001,0.0223511132711802,335.051533257836,310.24929962111577
37.0,822,27.614342551783068,0.0035346938775510208,0.0191993249787946,331.487395498951,310.15103773745227
36.3,639,24.20093088755198,0.0003020408163265306,0.0167652069274287,326.220124355133,309.44246301172507
34.800000000000004,430,27.940882513914826,0.0001,0.0108236264809235,319.406277094791,307.94715642620815
32.300000000000004,215,27.288152298480053,0.0001,0.00636749652820026,311.287380280383,305.44582943927816
21.4,136,23.901516939426077,0.0077775510204081645,0.00344865629696006,298.397211223949,294.5572150091773
24.6,342,25.698559995498158,0.008585714285714287,0.00851345902125141,307.227095643274,297.7591239795993
27.8,555,29.058418893795302,0.01,0.0135334395547545,316.009939531233,300.9638955815059
30.3,748,21.63483448612282,0.003130612244897959,0.0179441573223272,323.391847358439,303.45072812725357
32.1,903,19.812605400753746,0.0001,0.0215804442491774,329.002886089188,305.2477057455144
34.7,1052,23.18014376271796,0.004948979591836736,0.0245055409895160,335.085886387974,307.8521827387546
35.4,1028,24.124609923595578,0.004746938775510205,0.0239148444590754,335.129385354159,308.5521010745577
35.800000000000004,942,22.076517460813527,0.0003020408163265306,0.0223985058273056,333.368798694043,308.9460337795331
35.9,807,25.177867822702375,0.0001,0.0190847718172780,330.093343968827,309.04839952410924
35.6,629,24.876615825429106,0.0003020408163265306,0.0158519931317589,325.305889860739,308.74464188936037
34.9,423,24.821665703056293,0.0001,0.0123670817682743,319.319557890652,308.04141627250937
33.1,212,26.99471187961201,0.0001,0.00696121231935856,311.990736623677,306.2438666054957
24.8,132,28.2051160181622,0.008383673469387756,0.00330740138124182,301.642089434516,297.9587003613904
28.1,336,28.46815401155127,0.007979591836734695,0.00826818696505005,310.452893465441,301.2577285198924
31.6,546,24.038038358705034,0.0001,0.0133598040446999,319.379443002984,304.74838281408705
34.2,738,25.590281121048232,0.002928571428571429,0.0174754765624035,326.770714499443,307.3506134690138
35.9,891,21.64857884177001,0.0003020408163265306,0.0218746096206606,332.193311457638,309.0440406348918
38.2,1041,23.42687326450453,0.0003020408163265306,0.0243041701334273,337.988171240102,311.3462990341745
39.0,1024,26.576814320296698,0.001312244897959184,0.0235345779555207,338.300297929489,312.1500227161236
39.3,946,24.80587091661586,0.0003020408163265306,0.0226042808342767,336.669731569434,312.444779394265
39.3,810,28.435150796059137,0.0001,0.0189485031504343,333.318508832333,312.44821488842183
38.8,631,27.55905287185683,0.0003020408163265306,0.0160077754424190,328.371523639059,311.94378496815915
37.8,424,23.66772405641685,0.0003020408163265306,0.0148046493192282,322.131255530618,310.93439480822013
35.300000000000004,211,19.355556762149043,0.0003020408163265306,0.0131015611064267,314.120138623634,308.42675279377175
25.200000000000003,128,21.32759058573103,0.0001,0.00438565895517870,301.926022592372,298.3459733532113
28.4,330,23.966764386592857,0.0001,0.00817914897457011,310.581824055362,301.54926089222397
31.5,541,22.705010977720224,0.0001,0.0136913504585285,319.153903747690,304.64613529176495
33.800000000000004,735,25.213139098632976,0.002928571428571429,0.0174311540548495,326.321386865669,306.9505898839367
35.6,891,26.76561951041462,0.005757142857142858,0.0208418711153160,331.917511068110,308.75345119136716
37.8,1043,27.648118133479343,0.00636326530612245,0.0240415683337707,337.674230976977,310.9543693195769
38.400000000000006,1026,20.686143694313113,0.0003020408163265306,0.0255726437410202,337.804071844326,311.5408738875766
38.7,946,21.238909004715413,0.0003020408163265306,0.0242358116212989,336.120778600305,311.8396251478157
38.5,810,28.227755999325463,0.0001,0.0188729981797324,332.577284873313,311.6492443702132
37.7,630,27.919268880146316,0.0001,0.0153731499981866,327.309856110487,310.8463005771127
36.2,424,27.4486908233007,0.0001,0.0116179501060395,320.594347276805,309.3437426966242
33.9,213,28.24890402263785,0.0001,0.00668571588522470,312.801462005545,307.0446767323314
22.4,133,27.56403193551581,0.00959591836734694,0.00335664722616843,299.300236073628,295.5617770720519
25.8,338,23.46235063745033,0.005555102040816327,0.00838860766263871,308.279878993894,298.9530701577722
28.8,550,23.128292747564284,0.004342857142857144,0.0133831190624097,316.826707862878,301.9517509819872
30.9,742,26.14226349867305,0.007979591836734695,0.0177579123201339,323.796608537696,304.0573895773664
32.6,896,26.91947247798181,0.008585714285714287,0.0211663516380888,329.285762652303,305.75903559793414
35.300000000000004,1041,22.847294462332236,0.002322448979591837,0.0242156266277900,335.358712443218,308.4503301013316
36.2,1021,25.201830631574232,0.005151020408163266,0.0236929972132166,335.683567138311,309.3524349795092
36.8,938,28.946619281810204,0.007373469387755103,0.0217989132333887,334.184977620982,309.9561470076289
37.0,805,26.221250024672752,0.0001,0.0189807054796402,331.062609131629,310.14825897072603
36.6,627,25.58053062378848,0.0003020408163265306,0.0159199897318797,326.197135473258,309.74408532995756
35.800000000000004,422,27.6874680269605,0.0001,0.0112640401293554,320.158074664612,308.94481019286366
33.7,212,24.836326988544275,0.0001,0.00865873196149075,312.578732120202,306.8390747018744
24.8,126,26.51524348358175,0.0071714285714285725,0.00316081783289181,301.475276812782,297.95563810338643
28.1,326,23.255784518408827,0.0001,0.00826702974096324,310.183237202004,301.2484625400721
31.200000000000003,535,24.485110187739256,0.0001,0.0129413728714391,318.711992200442,304.3496222797761
33.7,726,25.927726886316563,0.004544897959183674,0.0172279471221204,325.998881892286,306.8518151140859
35.5,878,27.122665369607358,0.006161224489795919,0.0205564236937896,331.501213118391,308.6539709024774
37.7,1023,27.483320023658237,0.006161224489795919,0.0236110989414646,337.095076451735,310.85383478965105
38.3,1009,24.99596062459616,0.0001,0.0233932425130289,337.298303985814,311.44817601381556
38.6,936,28.47497406269672,0.004746938775510205,0.0216236366860130,335.783719001951,311.75215847858624
38.400000000000006,804,27.687302538120065,0.0001,0.0188481004372103,332.335345058525,311.54835261995913
37.9,628,25.66733949435759,0.0003020408163265306,0.0165959989640673,327.447603262203,311.04199885597194
36.9,423,27.58737420186898,0.0001,0.0118735348446749,321.240806638117,310.0427464716923
35.1,214,22.054340350973213,0.0001,0.0112768516939490,314.003973041541,308.2318518941797
25.9,127,23.266304936150334,0.0001,0.00358446577811286,302.589800443473,299.0481041664826
29.200000000000003,326,25.339106770967202,0.0017163265306122451,0.00800808581987293,311.249525579098,302.3501707808177
32.9,535,23.842010596960883,0.0001,0.0136851793191668,320.327645191460,306.04555181540735
35.9,725,27.037209988467033,0.0005040816326530613,0.0170805398562987,328.027423340012,309.0498995552609
37.8,882,22.16049687091205,0.0003020408163265306,0.0223562831129963,333.717461259227,310.9414393572805
39.1,972,25.4304504978993,0.0003020408163265306,0.0225528455107614,337.123065651902,312.24676041539277
40.0,1036,25.882946873804208,0.0003020408163265306,0.0237880246047380,339.499565604807,313.1473332836985
40.400000000000006,1012,20.850642785673983,0.0003020408163265306,0.0262050348987593,339.281306190306,313.53738985727887
40.5,926,22.18861075461675,0.0003020408163265306,0.0242854652080472,337.279586461622,313.6377260363992
40.3,793,26.69628638741858,0.0003020408163265306,0.0197059983030138,333.824686667313,313.4430982285416
39.7,617,21.40466354574137,0.0003020408163265306,0.0200747249051171,328.866721404838,312.831234614163
38.7,415,22.555917636073755,0.0003020408163265306,0.0159476231017541,322.763831808787,311.8307099880405
36.4,208,25.833068526843196,0.0001,0.00961866342246281,315.118750806000,309.5360313858336
26.4,122,22.995528783347677,0.0001,0.00398078410452004,302.945448392634,299.54665967325957
29.3,318,25.924012579617866,0.00333265306122449,0.00780947446357610,311.131438464440,302.4508443810528
32.300000000000004,525,23.85741253208029,0.0001,0.0132658453836674,319.496586759399,305.446409919105
35.300000000000004,716,27.59703087148984,0.004342857142857144,0.0169042540274351,327.239020890658,308.4517245290228
37.7,864,20.693912859532144,0.0003020408163265306,0.0228588098297758,333.179226383573,310.8386855434186
39.2,946,21.396741605012416,0.0003020408163265306,0.0243790396592756,336.578237141901,312.33903072997094
40.2,1007,21.835096369968714,0.0003020408163265306,0.0254937957973024,338.978069559119,313.33934201565756
40.8,1006,26.73440421086808,0.0003020408163265306,0.0230839670997455,339.499802285792,313.9467897334254
41.1,945,24.885708287774268,0.0003020408163265306,0.0233559339926193,338.292454493804,314.2417700063416
40.900000000000006,814,26.19811950604663,0.0003020408163265306,0.0205958147508643,334.899723019466,314.04163353800965
40.400000000000006,637,23.625147427300806,0.0003020408163265306,0.0193491122313565,330.029668376711,313.53429798114246
39.5,432,22.825195238840426,0.0003020408163265306,0.0165199726164750,323.969766125877,312.6301466774038
37.2,221,27.01189458476847,0.0001,0.00955120915495386,316.246513906161,310.3369637627474
27.3,128,23.127259067242637,0.0001,0.00455936274786761,304.000466648412,300.44545161322657
30.4,327,22.639418728333407,0.0001,0.00976724299508991,312.439533633778,303.54341728798
33.300000000000004,535,25.38796329380579,0.0001,0.0131958927720610,320.707813083250,306.44754257996505
36.1,725,27.53608145458251,0.0025244897959183677,0.0170652214394475,328.214166476481,309.25041875882295
38.7,881,22.124731996411537,0.0003020408163265306,0.0227842763587651,334.521047418944,311.83979263576794
40.400000000000006,969,25.12487834158017,0.0003020408163265306,0.0232689056181582,338.236684805051,313.5439078994141
41.5,1033,25.80779533692281,0.0003020408163265306,0.0243927581411064,340.788549449510,314.6445336148326
42.2,1012,26.262919064985997,0.0003020408163265306,0.0241311273840500,340.918572701087,315.3436651525941
42.400000000000006,927,25.586853991328578,0.0003020408163265306,0.0233252927239406,339.045852754579,315.5403499029466
42.2,796,22.207109616804704,0.0003020408163265306,0.0233924921709799,335.661967809887,315.33206215831893
41.6,621,21.884171248872136,0.0003020408163265306,0.0209400155363214,330.759473619434,314.72885130804485
40.7,419,26.985740233950235,0.0003020408163265306,0.0143470434444749,324.789176998355,313.83501550114687
38.400000000000006,213,23.24487308790375,0.0003020408163265306,0.0125404050131444,317.211167682911,311.5281662009688
27.8,129,28.304716933316513,0.005959183673469389,0.00320560237044665,304.521903992341,300.953598454521
30.9,331,27.494329025058644,0.003736734693877551,0.00807852833560166,313.031028390803,304.05106708953053
34.300000000000004,541,28.273773810557607,0.0035346938775510208,0.0129231059520916,321.813552729673,307.45094522408743
37.3,733,21.54903481150142,0.0003020408163265306,0.0202595234664770,329.535949116610,310.43810210868565
39.6,889,25.742809247199492,0.0003020408163265306,0.0213542570966053,335.546257766535,312.7446833011189
41.1,982,22.680043968853152,0.0003020408163265306,0.0250951373052491,339.191373242906,314.2387189256664
42.1,1043,19.167066363377273,0.0003020408163265306,0.0284373919453219,341.573742542357,315.23216590320055
42.6,1026,26.150417388765856,0.0003020408163265306,0.0245619483829546,341.619100676164,315.74307020097524
42.7,948,21.311730707927133,0.0003020408163265306,0.0262194429037365,339.829497019559,315.83284499662443
42.5,817,25.220739649536533,0.0003020408163265306,0.0220238994221047,336.455500596970,315.6372193730535
41.8,640,20.287680969109967,0.0003020408163265306,0.0223145493410295,331.423028878141,314.92613128446277
40.7,436,23.686899197549707,0.0003020408163265306,0.0167394560401868,325.223941826569,313.82964337728976
38.2,223,23.412219905891938,0.0001,0.0124337403359005,317.278339974928,311.3290153417258
28.0,133,24.09591377720092,0.0001,0.00445647896719320,304.829430885691,301.146023814273
30.8,339,26.912058950101894,0.0025244897959183677,0.00827556723867925,313.147787184085,303.9503980681279
34.0,553,27.2445969050611,0.0005040816326530613,0.0132207916952495,321.839225428348,307.1499316651461
36.9,747,24.690363211488613,0.0003020408163265306,0.0184584927770048,329.515070614991,310.04454952562304
39.2,904,22.770559190222706,0.0003020408163265306,0.0230065989608222,335.547449549044,312.34053122478235
41.900000000000006,1056,25.810265359428758,0.0003020408163265306,0.0248941546559550,341.704808086554,315.044328276404
42.6,1038,19.420083713378375,0.0003020408163265306,0.0284783039189636,341.907309219086,315.73163135115016
43.0,959,26.039346989920524,0.0003020408163265306,0.0238191085360311,340.369765962199,316.140768790618
42.8,800,23.480516492228794,0.0003020408163265306,0.0229955715413947,336.316871997707,315.933316402225
42.3,644,29.934981080442107,0.0003020408163265306,0.0166534858294107,331.993494283315,315.4421064905581
41.3,436,25.011521923594078,0.0003020408163265306,0.0162436586686974,325.799716008985,314.43090220171126
38.7,222,24.966893234188664,0.0001,0.0117585002632070,317.741600677338,311.8308264364387
29.200000000000003,124,20.9412613589665,0.0001,0.00708490225918878,305.767779049092,302.33826897026955
32.0,322,31.083038929264006,0.006767346938775511,0.00782520279949920,313.857299894155,305.1552006273127
35.4,528,22.362313047480747,0.0003020408163265306,0.0156958534818532,322.523192392320,308.53849054426155
38.5,683,25.925111909906374,0.0003020408163265306,0.0175975683722875,329.400521772602,311.64256472844374
40.7,866,22.5981464790465,0.0003020408163265306,0.0233066488695166,335.994081832717,313.83682415938665
43.5,975,26.884374995273223,0.0003020408163265306,0.0238240782680302,341.212254202629,316.6417057473624
43.6,927,23.9404054097125,0.0003020408163265306,0.0248497469969834,340.146140142463,316.73540501388834
43.1,799,26.70774395822726,0.0003020408163265306,0.0212035700969740,336.570690462814,316.2383805233674
38.5,208,28.253963068722367,0.0001,0.00937486105058613,317.177627562839,311.6365888481813
42.0,780,20.348747790290954,0.0003020408163265306,0.0242298327192618,335.082528706130,315.1288436602586
28.9,128,25.421937525492627,0.0001,0.00409753770496162,305.581005073109,302.04665841806036
32.5,330,24.79870183003026,0.0001,0.00971828973339991,314.554769625430,305.6435835696537
35.7,539,28.562906692152968,0.0001,0.0128857033987254,323.091981480605,308.84897321449495
37.9,732,24.366687728157917,0.0003020408163265306,0.0189146044006815,330.070719423161,311.041933547303
39.6,888,28.976787591612137,0.002120408163265306,0.0204924866835654,335.521666200691,312.7502803140454
41.900000000000006,1040,23.9576421938443,0.0003020408163265306,0.0256069653382826,341.320162176354,315.0407723049124
42.5,1021,26.439455487845283,0.0003020408163265306,0.0243041557446380,341.408022740412,315.64364055279157
42.8,941,24.701319715357716,0.0003020408163265306,0.0242012179717538,339.751647721674,315.93841202861717
42.7,805,25.15870653430392,0.0003020408163265306,0.0220018375006977,336.346712612655,315.83651098851135
42.2,626,24.572833340644895,0.0003020408163265306,0.0196490027197278,331.450272190386,315.3325852505845
41.2,420,25.5483844351753,0.0003020408163265306,0.0155994750182697,325.295303548868,314.33167099848197
39.1,211,25.922499340476143,0.0001,0.0112524921066966,317.844652409012,312.2315595639235
29.700000000000003,117,25.537325819661717,0.0001,0.00435004836760558,306.070356774082,302.8452370223514
